-21.89675259,-18.37205013,13,0,R
-21.24069356,-19.12675971,13,1,R
-20.25906638,-18.93595072,13,2,R
-19.93349822,-17.99043214,13,3,R
-22.22724346,-16.67182198,13,4,R
-21.57118444,-17.42653156,13,5,R
-20.58955725,-17.23572256,13,6,R
-20.2639891,-16.29020398,13,7,R
-22.55773434,-14.97159382,13,8,R
-21.90167531,-15.7263034,13,9,R
-20.92004813,-15.5354944,13,10,R
-20.59447997,-14.58997583,13,11,R
-22.88822521,-13.27136566,13,12,R
-22.23216618,-14.02607524,13,13,R
-21.250539,-13.83526625,13,14,R
-20.92497085,-12.88974767,13,15,R
-23.21871609,-11.57113751,13,16,R
-22.56265706,-12.32584709,13,17,R
-21.58102988,-12.13503809,13,18,R
-21.25546172,-11.18951952,13,19,R
-23.54920696,-9.870909352,13,20,R
-22.89314793,-10.62561893,13,21,R
-21.91152075,-10.43480994,13,22,R
-21.5859526,-9.489291361,13,23,R
-23.87969784,-8.170681196,13,24,R
-23.22363881,-8.925390776,13,25,R
-22.24201162,-8.734581781,13,26,R
-21.91644347,-7.789063205,13,27,R
-24.21018871,-6.47045304,13,28,R
-23.55412968,-7.22516262,13,29,R
-22.5725025,-7.034353625,13,30,R
-22.24693434,-6.088835049,13,31,R
-24.54067959,-4.770224884,13,32,R
-23.88462056,-5.524934465,13,33,R
-22.90299337,-5.334125469,13,34,R
-22.57742522,-4.388606894,13,35,R
-24.87117046,-3.069996729,13,36,R
-24.21511143,-3.824706309,13,37,R
-23.23348425,-3.633897313,13,38,R
-22.90791609,-2.688378738,13,39,R
-25.20166134,-1.369768573,13,40,R
-24.54560231,-2.124478153,13,41,R
-23.56397512,-1.933669158,13,42,R
-23.23840697,-0.988150582,13,43,R
-25.53215221,0.330459583,13,44,R
-24.87609318,-0.424249997,13,45,R
-23.894466,-0.233441002,13,46,R
-23.56889784,0.712077574,13,47,R
-25.86264308,2.030687739,13,48,R
-25.20658406,1.275978159,13,49,R
-24.22495687,1.466787154,13,50,R
-23.89938872,2.41230573,13,51,R
-26.19313396,3.730915895,13,52,R
-25.53707493,2.976206314,13,53,R
-24.55544775,3.16701531,13,54,R
-24.22987959,4.112533885,13,55,R
-26.52362483,5.431144051,13,56,R
-25.8675658,4.67643447,13,57,R
-24.88593862,4.867243466,13,58,R
-24.56037047,5.812762041,13,59,R
-26.85411571,7.131372206,13,60,R
-26.19805668,6.376662626,13,61,R
-25.2164295,6.567471621,13,62,R
-24.89086134,7.512990197,13,63,R
-27.18460658,8.831600362,13,64,R
-26.52854755,8.076890782,13,65,R
-25.54692037,8.267699777,13,66,R
-25.22135222,9.213218353,13,67,R
-18.95187104,-17.79962314,13,68,R
-18.29581201,-18.55433273,13,69,R
-17.31418483,-18.36352373,13,70,R
-16.98861667,-17.41800515,13,71,R
-19.28236191,-16.09939499,13,72,R
-18.62630289,-16.85410457,13,73,R
-17.6446757,-16.66329557,13,74,R
-17.31910755,-15.717777,13,75,R
-19.61285279,-14.39916683,13,76,R
-18.95679376,-15.15387641,13,77,R
-17.97516658,-14.96306742,13,78,R
-17.64959842,-14.01754884,13,79,R
-19.94334366,-12.69893868,13,80,R
-19.28728463,-13.45364826,13,81,R
-18.30565745,-13.26283926,13,82,R
-17.9800893,-12.31732069,13,83,R
-20.27383454,-10.99871052,13,84,R
-19.61777551,-11.7534201,13,85,R
-18.63614833,-11.56261111,13,86,R
-18.31058017,-10.61709253,13,87,R
-20.60432541,-9.298482366,13,88,R
-19.94826638,-10.05319195,13,89,R
-18.9666392,-9.862382951,13,90,R
-18.64107105,-8.916864375,13,91,R
